Date ,startup_name,industry_vertical,SubVertical,Country,City /State Location,Investors_Name,Investment_Type,Amount_in_USD,Remarks
26-08-2016,CrownIt,Consumer Internet,Cashback Mobile app,India,Gurugram,"Kunal Shah & Sandeep Tandon, Girish Mathrubootham, Anand Chandrasekaran",Seed Funding,,no Remark
26-08-2016,Mobikwik,Consumer Internet,Digital Wallet platform,India,Gurugram,Net1 UEPS Technologies Inc,Private Equity,"4,00,00,000",no Remark
26-08-2016,MyDidi,Consumer Internet,"on-demand, hyper-local Cleaning services provider",India,Mumbai,Undisclosed,Seed Funding,"5,50,000",no Remark
26-08-2016,Plix,Consumer Internet,Photo and Video Sharing App,India,Gurugram,Instalabs,Seed Funding,"5,00,000",no Remark
25-08-2016,Cult,HealthTech,Health and Fitness Centres,India,Bengaluru,CureFit,Private Equity,"30,00,000",no Remark
25-08-2016,EngineerBabu,SaaS & Enterprise Tech,Mobile App & Web Development company,India,Indore,Scale Ventures,Seed Funding,,no Remark
25-08-2016,NearFox,Consumer Internet,Local Lifestyle Content and Discovery Platform,India,Mumbai,"Globevestor Angel Fund, Devendra Rane, Ravi Jain,\\xc2\\xa0 Arpan Nagdeve",Seed Funding,,no Remark
25-08-2016,WitWorks,SaaS & Enterprise Tech,Consumer IoT Startup,India,Bengaluru,"Fireside Ventures, Investopad, P39 Capital, Anupam Mittal, Pranay Jivrajka, Maninder Gulati, Abhinav Sinha",Seed Funding,,no Remark
25-08-2016,Zoomcar,Consumer Internet,Self-driven car booking platform,India,Bengaluru,Ford Smart Mobility Llc,Private Equity,"2,40,00,000",no Remark
24-08-2016,Advenio,SaaS & Enterprise Tech,Clinical Imaging Solution Provider,India,Chandigarh,Kalaari Capital,Seed Funding,"1,00,000",no Remark
24-08-2016,Beyond Evolution,SaaS & Enterprise Tech,Mobile Apps & Tech Services provider,India,Gurugram,"Vineet Taneja, Kamal Puri",Seed Funding,,no Remark
24-08-2016,Convegenius,EdTech,Edutainment platform,India,Noida,Michael and Susan Dell Foundation,Private Equity,"9,00,000",no Remark
24-08-2016,enCashea,Consumer Internet,Scrap Collection and Recycling platform,India,Bengaluru,"Kunal Shah, Sandeep Tandon, Tracxn Labs",Seed Funding,,no Remark
24-08-2016,Guarented,E-Commerce,Home Furnishing rental marketplace,India,Bengaluru,Kalaari Capital,Seed Funding,"5,00,000",no Remark
24-08-2016,ShaadiSaga,Consumer Internet,Wedding Website Creator,India,New Delhi,"ah! Ventures, Anupam Mittal, Kunal Shah, Sandeep Tandon, Dheeraj Jain, Rohit Chokhani",Seed Funding,,no Remark
24-08-2016,Uber Dreams,E-Commerce,Dreams fulfilling marketplace,India,Mumbai,Mohit Lalvani,Seed Funding,"5,00,000",no Remark
24-08-2016,UnaAcademy,Consumer Internet,Free Interactive education platform,India,Bengaluru,"Blume Ventures, Sachin Bansal, Vijay Shekhar Sharma, Binny Bansal,\\xc2\\xa0 Kunal Shah, Sandeep Tandon, Ashish Tulsian",Private Equity,"10,00,000",no Remark
24-08-2016,UrbanLadder,E-Commerce,Online Furniture Store,India,Mumbai,Trifecta Capital,Private Equity,"30,00,000",no Remark
23-08-2016,NearU,Consumer Internet,Marketing app for retailers,India,Mumbai,Dr. Goutam Challagalla,Seed Funding,,no Remark
23-08-2016,Notesgen,Consumer Internet,Online Notes Sharing Portal,India,New Delhi,"Riju Gupta, Kamal Chabra",Seed Funding,"1,00,000",no Remark
23-08-2016,Octo.ai,SaaS & Enterprise Tech,Artificial Intelligence based marketing platform,India,New Delhi,"Outbox Ventures, Jaspreet Bindra, Arjun Malhotra, Rohan Malhotra, Sidharth Rao, Rakesh Agrawal",Seed Funding,"2,00,000",no Remark
23-08-2016,TAC Security,SaaS & Enterprise Tech,Cyber-Security Solutions Provider,India,New Delhi,Vijay Kedia,Seed Funding,,no Remark
22-08-2016,Fitternity,Consumer Internet,Fitness Gym & Services Discovery platform,India,Mumbai,"Saha Fund, Exfinity Venture Partners & Others",Private Equity,,no Remark
22-08-2016,Puro Wellness,HealthTech,Organic Food substitute manufacturer,India,Mumbai,Torrent Group,Private Equity,"3,70,00,000",no Remark
22-08-2016,Zzungry,Consumer Internet,Food Delivery platform,India,Bengaluru,"Satish Vasudeva, Madhusudhan Jujare & Others",Seed Funding,,no Remark
19-08-2016,Digio,SaaS & Enterprise Tech,Aadhar based Document Signing platform,India,Bengaluru,Rainmatter,Private Equity,"3,75,000",no Remark
19-08-2016,Quikr,Consumer Internet,Classified Listings platform,India,Mumbai,Brand Capital,Private Equity,"2,00,00,000",no Remark
19-08-2016,Ziffity,SaaS & Enterprise Tech,Full Service Ecommerce Agency,India,Chennai,Aspire Systems,Private Equity,,no Remark
18-08-2016,Meesho,E-Commerce,Mobile based eCommerce SAAS platform,India,Bengaluru,"Kashyap Deorah, Rajul Garg, Maninder Gulati",Seed Funding,,no Remark
18-08-2016,Sesame Software,SaaS & Enterprise Tech,Financial Technology Solutions Provider,India,Kozhikode,Speridian Technologies,Private Equity,,no Remark
17-08-2016,Appknox,SaaS & Enterprise Tech,Mobile security solutions,India,Bengaluru,"SeedPlus, Infocomm Investments, Accel Partners RNT Associates",Private Equity,"6,75,000",no Remark
17-08-2016,MaalGaadi,Logistics,Online Logistics Marketplace,India,Indore,"Swan Angel Network,Sachin Khandelwal and others",Seed Funding,"3,75,000",no Remark
17-08-2016,Pikkol,Logistics,Packers & Movers,India,Bengaluru,Indian Angel Network,Seed Funding,,no Remark
17-08-2016,ZiPi,SaaS & Enterprise Tech,Mobile Chatbot App,India,Bengaluru,Swan Angel Network,Seed Funding,,no Remark
16-08-2016,Gradopedia,Consumer Internet,Career progression Portal,India,Mumbai,Undisclosed,Seed Funding,,no Remark
16-08-2016,Hike,Consumer Internet,Mobile Messaging App,India,New Delhi,"Tencent Holdings, Foxconn Technology Group, Tiger Global, SoftBank Group, Bharti Enterprises",Private Equity,"17,50,00,000",no Remark
16-08-2016,Joolz,E-Commerce,Online Jewellery Store,India,Mumbai,"Powerhouse Ventures, M&S Partners",Private Equity,"5,00,000",no Remark
16-08-2016,Makkajai,SaaS & Enterprise Tech,Online & Mobile learning for kids,India,Pune,"Anand Chandrasekaran, Ananth Narayanan, Mekin Maheshwari, Ravi Garikipati, Divyesh Shah, Swastika Company Ltd",Seed Funding,"2,50,000",no Remark
16-08-2016,OyoRooms,Consumer Internet,Budget Hotels Aggregator,India,New Delhi,SoftBank Group,Private Equity,"6,20,00,000",no Remark
16-08-2016,SaleBhai,E-Commerce,"Sweets, Dry Fruits & Handicrafts etailer",India,Ahmedabad,Brand Capital,Private Equity,"15,00,000",no Remark
16-08-2016,Zappfresh,E-Commerce,Raw Meat Products eTailer,India,Gurugram,Ashvin Chadha,Seed Funding,,no Remark
15-08-2016,Buttercups,E-Commerce,Women Intimate Wear eTailer,India,Bengaluru,"Anand Chandrasekaran, Kanwaljit Singh, Manoj Varghese",Seed Funding,,no Remark
12-08-2016,CroFarm,SaaS & Enterprise Tech,Agri-Tech supply chain Solution provider,India,Gurugram,"Mukul Singhal, Rohit Jain, Himanshu Aggrawal, Sunil Goyal Ashish Gupta,",Private Equity,"15,00,000",no Remark
12-08-2016,Cuberoot,SaaS & Enterprise Tech,Data Analytics & Audience Management Platform,India,Gurugram,Undisclosed,Seed Funding,"5,00,000",no Remark
12-08-2016,Faircent.com,Consumer Internet,peer-to-peer lending platform,India,Gurugram,Brand Capital,Private Equity,"15,00,000",no Remark
12-08-2016,Funcastic,Consumer Internet,B2C vernacular podcast aggregator platform,India,New Delhi,"HT Media Ltd, North Base Media",Seed Funding,,no Remark
12-08-2016,Innovaccer,SaaS & Enterprise Tech,Integrated Enterprise Analytics Platform,India,Noida,Westbridge Capital Partners,Private Equity,"1,56,00,000",no Remark
11-08-2016,91SpringBoard,Consumer Internet,Co-Working Spaces Discovery & Booking platform,India,Mumbai,"Khattar Holdings, ThirtyThree Investments, Soumitra Sharma, Deepak Sharma, Sumit Dayal and others",Private Equity,,no Remark
11-08-2016,Genextstudents,Consumer Internet,Online Tutoring Service provider,India,Mumbai,1Crowd ,Seed Funding,"2,09,000",no Remark
11-08-2016,Travelyaari,Consumer Internet,Online ticket booking platform,India,Bengaluru,"Gujarat Venture Finance Limited (GVFL), Bennett Coleman & Co. Ltd",Private Equity,"70,00,000",no Remark
11-08-2016,Zenoti,SaaS & Enterprise Tech,Cloud Based Software Solutions Provider,India,Hyderabad,"Norwest Venture Partners, Accel India",Private Equity,"1,50,00,000",no Remark
10-08-2016,Bombay Shaving Company,E-Commerce,Men Grooming Product etailer,India,New Delhi,"Noshir Kaka, Subramanian Ramadorai, Kiran Deshpande, Pankaj Gupta, Ravi Nigam & Others",Seed Funding,"6,00,000",no Remark
10-08-2016,Vebbler,Consumer Internet,Photo Sharing Mobile App,India,Bengaluru,"Anupam Mittal, Sharad Sharma & 14 others",Seed Funding,"5,00,000",no Remark
09-08-2016,MobiDent,HealthTech,Dental Protection Solution,India,Bengaluru,Centre for Innovation Incubation and Entrepreneurship (CIIE),Seed Funding,,no Remark
08-08-2016,AdPushUp,SaaS & Enterprise Tech,Ad optimization Platform,India,New Delhi,"Geniee, Inc, Purvi Capital",Private Equity,,no Remark
08-08-2016,Mojarto,E-Commerce,"Original Art, Digital Prints etailer",India,Gurugram,Undisclosed,Seed Funding,"4,45,000",no Remark
08-08-2016,Wefly Indoor Skydiving,Consumer Internet,Indoor Skydiving Sports Provider,India,Mumbai,Swastika Company Ltd.,Seed Funding,"40,000",no Remark
08-08-2016,ZipGrid,Consumer Internet,Community services platform,India,Mumbai,1Crowd ,Seed Funding,"2,00,000",no Remark
06-08-2016,VST Travels,SaaS & Enterprise Tech,Travel Ticket Booking Software,India,Kerala,Promatus Group,Seed Funding,"27,000",no Remark
05-08-2016,Tricog,HealthTech,Healthcare Analytics Platform,India,Bengaluru,"Inventus Capital Partners, Blume Ventures & Others",Private Equity,,no Remark
04-08-2016,lehlehsports,Consumer Internet,Sports Arena discovery,India,New Delhi,Anglian Omega Network,Seed Funding,,no Remark
04-08-2016,Petoo,Consumer Internet,Food Delivery Platform,India,Bengaluru,Existing Investors,Seed Funding,"5,00,000",no Remark
03-08-2016,ExtraCarbon,Consumer Internet,Waste Recycle Management platform,India,Gurugram,Brand Capital,Seed Funding,"2,25,000",no Remark
03-08-2016,FlickBay,Consumer Internet,Mobile Based Bollywood Discovery platform,India,Mumbai,Paul Roy,Seed Funding,"8,90,000",no Remark
03-08-2016,Xcode,HealthTech,Personal Genomics,India,Chennai,RoundGlass Partners,Private Equity,,no Remark
02-08-2016,Daily Ninja,Consumer Internet,Hyperlocal daily needs Products delivery platform,India,Bengaluru,"Venk Krishnan, Aprameya Radhakrishna, Anupam Mittal, Kunal Shah, Tracxn Labs, Subramanya SV, Ravi Garkipati",Seed Funding,,no Remark
02-08-2016,Sheroes,Consumer Internet,Online Job and Career Platform for Women,India,Noida,"Lumis Partners, The HR Fund, Rajul Garg, Quintillion Media",Private Equity,"18,00,000",no Remark
02-08-2016,Yumlane,FoodTech,Retail Food & Snack Offline centres,India,Mumbai,"Binny Bansal, Anupam Mittal, Sachin Bhatia, Darius Pandole, Kunal Khattar, Dheerag Jain",Seed Funding,"10,00,000",no Remark
01-08-2016,HealthKart,E-Commerce,Online Pharmacy & Health Marketplace,India,Gurugram,"Sequoia Capital India, Omidyar Network, Kae Capital",Private Equity,"1,20,00,000",no Remark
01-08-2016,Medinfi,Consumer Internet,Doctor & Clinic Discovery Platform,India,Bengaluru,"Mudit Saxena, Evan Lim",Seed Funding,"2,00,000",no Remark
01-08-2016,RepairEasy,Consumer Internet,Gadget Repair Services Platform,India,Pune,Undisclosed,Seed Funding,"2,75,000",no Remark
01-08-2016,Tokri,Consumer Internet,Hyperlocal Grocery Delivery platform,India,Pune,Syska LED group,Private Equity,"25,00,000",no Remark
01-08-2016,Voonik,E-Commerce,Online Women Fashion Marketplace,India,Bengaluru,InnoVen Capital,Private Equity,"30,00,000",no Remark
21-07-2016,AbeRuk,E-Commerce,Online Marketplace for books,India,Bengaluru,Swastika Company Pvt Ltd,Seed Funding,,no Remark
21-07-2016,Drums Food,FoodTech,Yogurt and Ice Cream maker,India,Mumbai,"Verlinvest, DSG Consumer Partners",Unclassified,,no Remark
21-07-2016,MyTaxiIndia,Consumer Internet,Online Car rental booking platform,India,New Delhi,Nihon Kotsu Co,Private Equity,"10,00,000",no Remark
21-07-2016,Wiwigo,Consumer Internet,Inter-City Taxi Booking platform,India,Bengaluru,Indian Angel Network,Seed Funding,"5,95,000",no Remark
20-07-2016,iServe Financial,Consumer Internet,Loan Comparison & Deals platform,India,Pune,Nilesh Shah,Seed Funding,,no Remark
20-07-2016,Tax2Win,Consumer Internet,Online Tax Filing Portal,India,Jaipur,Undisclosed,Private Equity,"10,00,000",no Remark
20-07-2016,Truckola,Logistics,Tech-focused cargo transport startup,India,Mumbai,"Abhishek Agarwal, Krishnakumar Nataraj, Sarath Sura, Shanti Mohan, Sarthak and Nihit Agarwal, Suramya Gupta",Seed Funding,"5,95,000",no Remark
19-07-2016,AppLop,Consumer Internet,Mobile Apps SaaS Platform,India,Gurugram,Green House Ventures Accelerator,Seed Funding,"2,50,000",no Remark
19-07-2016,Deal4Loans,Consumer Internet,Loans Comparison platform,India,Noida,Franklin Templeton International Services Pvt. Ltd,Private Equity,"1,50,00,000",no Remark
19-07-2016,NiYO Solutions,SaaS & Enterprise Tech,Payroll & Benefits Software solutions,India,Bengaluru,Prime Venture Partners,Private Equity,"10,00,000",no Remark
19-07-2016,Sagacito,SaaS & Enterprise Tech,Cloud-Based Enterprise Solutions,India,New Delhi,Star India Pvt. Ltd,Private Equity,"1,00,00,000",no Remark
18-07-2016,BlueStone,E-Commerce,Jewellery Etailer,India,Mumbai,"IIFL and Accel Partners, Kalaari Capital, IvyCap Ventures, RB Investments",Private Equity,"3,00,00,000",no Remark
18-07-2016,ImageProVision,SaaS & Enterprise Tech,Image Analysis Solutions,India,Pune,Satish Jamdar,Seed Funding,,no Remark
18-07-2016,underDOGS,SaaS & Enterprise Tech,Game Development Startup,India,Mumbai,Intelli Reboot Digital Pvt. Ltd,Private Equity,,no Remark
18-07-2016,Yellowdig,Consumer Internet,Online Learning Platform,India,Pune,SRI Capital,Seed Funding,"6,50,000",no Remark
18-07-2016,Zuppler,Consumer Internet,Online Food Ordering platform,India,New Delhi,SRI Capital,Seed Funding,"6,50,000",no Remark
15-07-2016,BaggOut,E-Commerce,Women Fashion etailer,India,New Delhi,"Sumit Jain, Sumit Jain, Anurag Gupta, Varun Khanna, Faraz Khan",Seed Funding,,no Remark
15-07-2016,BankerBay,Consumer Internet,Online Investment Banking platform,India,Bengaluru,Undisclosed,Private Equity,"20,00,000",no Remark
15-07-2016,Ridlr,Consumer Internet,Public Transport Mobile App,India,Mumbai,"Times Internet, Innoven Capital, Matrix Partners India, Qualcomm Ventures",Private Equity,"60,00,000",no Remark
15-07-2016,Satvacart,E-Commerce,Online Grocers,India,New Delhi,"Abhijit Avasthi, Karan Chellani, SP Vijay",Seed Funding,,no Remark
15-07-2016,TripShelf,E-Commerce,Travel Package Marketplace,India,New Delhi,GEMS group,Seed Funding,"2,50,000",no Remark
15-07-2016,WorkApps,SaaS & Enterprise Tech,Enterprise Work Management Software,India,Pune,SRI Capital,Seed Funding,"10,00,000",no Remark
14-07-2016,AskIITians,Consumer Internet,Online Education & Tutoring portals,India,New Delhi,500 Startups,Private Equity,,no Remark
14-07-2016,Augrav,E-Commerce,Personalized precious Jewellery etailer,India,Coimbatore,Keiretsu Forum,Seed Funding,"4,50,000",no Remark
14-07-2016,ShoppinPal,SaaS & Enterprise Tech,M-Commerce Solutions for Retail Stores,India,Pune,"Plug and Play Tech Center, Steelhead Ventures & Others",Private Equity,"10,70,000",no Remark
13-07-2016,CityFurnish,Consumer Internet,Online Furniture Renting Platform,India,Gurugram,Brand Capital,Seed Funding,,no Remark
13-07-2016,HEAL Institute,HealthTech,Sports Focused Healthcare Startup,India,Mumbai,"Jaspal Bindra, Parth Jindal",Seed Funding,,no Remark
13-07-2016,RentMojo,Consumer Internet,Online Furniture Renting Platform,India,Bengaluru,"Accel Partners, IDG Ventures India",Private Equity,"50,00,000",no Remark
13-07-2016,ShareChat,Consumer Internet,Vernacular Language Content Creation & Sharing App,India,Bengaluru,"SAIF Partners, India Quotient",Private Equity,"13,50,000",no Remark
13-07-2016,Twigly,Consumer Internet,Online Food Ordering & Delivery Startup,India,Gurugram,"Tracxn Labs, Hyderabad Angels, Kunal Shah, Gaurav Bhalotia",Seed Funding,"6,00,000",no Remark
13-07-2016,Urban Tailor,Consumer Internet,E-Tailoring service provider,India,Bengaluru,Unitus Seed Fund,Private Equity,,no Remark
13-07-2016,Utoo Cabs,Consumer Internet,Cab aggregation & Rental platform,India,Chennai,Ajay Piramal,Seed Funding,,no Remark
13-07-2016,YAAP,Consumer Internet,"Online Content Discovery, Creation & Distribution Platform",India,New Delhi,Rainmaker Ventures,Private Equity,"50,00,000",no Remark
12-07-2016,Find My Stay,Consumer Internet,Online Budget Hotel Aggregator & Booking Platform,India,New Delhi,"Rishi Parti, Yogesh Bansal",Seed Funding,,no Remark
12-07-2016,GyanDhan,Consumer Internet,Education Focused Financing Platform,India,New Delhi,"Stanford Angels & Entrepreneurs, Harvard Angels",Seed Funding,,no Remark
12-07-2016,HitGrit,Consumer Internet,Online Legal Consultation platform,India,Chandigarh,"Ashish Mahajan, Sarvesh Sharma",Seed Funding,,no Remark
12-07-2016,MintM,Consumer Internet,Digital Marketing & AdTech Platform,India,Bengaluru,"Mumbai Angels,\\xc2\\xa0 Times Internet",Private Equity,,no Remark
12-07-2016,SirionLabs,SaaS & Enterprise Tech,SAAS based Service Agreement Management,India,Gurugram,Sequoia Capital,Private Equity,"1,22,50,000",no Remark
11-07-2016,Overcart.com,E-Commerce,Unboxed & refurbished electronic products marketplace,India,Gurugram,"JSW Ventures, Omidyar Network, Sattva Capital, Venture Works",Private Equity,"30,00,000",no Remark
11-07-2016,Purplle,E-Commerce,Beauty Products Marketplace,India,Mumbai,"JSW Ventures, Blume Ventures & IvyCap Ventures",Private Equity,"60,00,000",no Remark
11-07-2016,Trak N Tell,SaaS & Enterprise Tech,Car Tracking & Safety System,India,Gurugram,Brian Acton,Private Equity,"35,00,000",no Remark
08-07-2016,HolaChef,Consumer Internet,Online Food Ordering & Delivery Platform,India,Mumbai,"Kalaari Capital, India Quotient",Private Equity,"19,50,000",no Remark
08-07-2016,Pitstop,Consumer Internet,Online Car Repair and Servicing Booking platform,India,Bengaluru,"Alex Chua, Rahul Garg",Seed Funding,,no Remark
07-07-2016,Adytude,Consumer Internet,Gamified Consumer Insights Portal,India,New Delhi,Indian Angel Network,Private Equity,"10,00,000",no Remark
07-07-2016,AppDaily,SaaS & Enterprise Tech,Mobile Security App development & Distribution,India,Mumbai,"Kalaari Capital, Qualcomm Ventures, ru-Net, Zodius Technology Opportunities Fund,",Private Equity,"20,00,000",no Remark
07-07-2016,Quickli,Logistics,On-Demand Delivery Startup,India,Gurugram,"AVG Group, 500 Startups",Private Equity,,no Remark
07-07-2016,SpectraVR,SaaS & Enterprise Tech,Virtual Reality Content Studio,India,Mumbai,Rothenberg Ventures,Seed Funding,,no Remark
06-07-2016,Dont Scratch Your Head,SaaS & Enterprise Tech,Full Stack Offline & Online ERP Solution,India,Ahmedabad,"Gaurav Singhvi, Zaffiro Ventures",Seed Funding,"2,50,000",no Remark
06-07-2016,HappilyUnmarried,E-Commerce,Online Merchandize etailer,India,New Delhi,Info Edge (India) Ltd,Private Equity,"7,40,000",no Remark
06-07-2016,Wedding Wishlist,Consumer Internet,"Wedding Wishlist, Gifts & Registry Creation platform",India,Chennai,"Kirthiga Reddy, Renuka Ramanath,Cherry Tin",Seed Funding,"2,97,000",no Remark
05-07-2016,BookMyShow,Consumer Internet,Event & Movie Ticketing platform,India,Mumbai,"Stripes Group, Network 18, Accel Partners, SAIF Partners",Private Equity,"8,20,00,000",no Remark
05-07-2016,Flyrobe,E-Commerce,Online fashion rental platform,India,Mumbai,"Sequoia Capital, Rohit Bansal, Kunal Bahl, Sandeep Tandon, Kunal Shah, Zishaan Hayath,\\xc2\\xa0 Abhishek Jain",Seed Funding,"17,00,000",no Remark
05-07-2016,SeeDoc,Consumer Internet,Video Based Doctor Consulting platform App,India,Gurugram,YourNest Angel Fund\\xc2\\xa0 & Others,Private Equity,"10,00,000",no Remark
04-07-2016,CureFit,Consumer Internet,Online Preventive Healthcare Platform,India,Bengaluru,"Accel Partners, IDG Ventures, Kalaari Capital",Private Equity,"1,50,00,000",no Remark
04-07-2016,Fulfil.IO,Consumer Internet,Cloud Based ERP Software,USA,Unknown,Rajan Anandan,Seed Funding,,no Remark
04-07-2016,Grab.in,Logistics,hyperlocal logistics service,India,Mumbai,Aramex Ventures Llc,Private Equity,"20,00,000",no Remark
04-07-2016,NeoGrowth,FinTech,SME Lending platform,India,Mumbai,"IIFL Wealth Management Seed Venture Fund, Omidyar Network, Khosla Impact, Aspada",Private Equity,"1,60,00,000",no Remark
04-07-2016,StitchWood,E-Commerce,Custom Furniture Online,India,Mumbai,Deepak Gupta,Seed Funding,"2,00,000",no Remark
04-07-2016,WealthTrust,Consumer Internet,Wealth Management App,India,Mumbai,India Quotient,Seed Funding,,no Remark
02-07-2016,Playment,Consumer Internet,Mobile Marketplace for Crowdsourced Work,India,Bengaluru,SAIF Partners,Private Equity,"7,00,000",no Remark
01-07-2016,DarwinBox,SaaS & Enterprise Tech,HR Software Services Startup,India,Hyderabad,"3one4 Capital, Tracxn Labs, Aaruha Technology Fund, Endiya Partners",Seed Funding,,no Remark
01-07-2016,PressPlay TV,Consumer Internet,Video Content Discovery Platform,India,New Delhi,"Sequoia Capital, SD Ventures, Vistaar Investment Advisors Pvt. Ltd.",Private Equity,,no Remark
01-07-2016,Razorpay,Consumer Internet,Online Payment Gateway,India,Bengaluru,MasterCard,Private Equity,,no Remark
01-07-2016,Venture Catalysts,Consumer Internet,Seed Investment & Innovation Platform,India,Mumbai,Zaffiro Ventures,Seed Funding,"5,00,000",no Remark
30-06-2016,Biryani Blues,FoodTech,QSR Chain,India,Gurugram,Carpediem Capital & Others,Private Equity,"3,68,000",no Remark
30-06-2016,Campus Diaries,Consumer Internet,Student focussed Content Discovery portal,India,Bengaluru,Aarin Capital,Seed Funding,"2,20,000",no Remark
30-06-2016,Meru Cabs,Consumer Internet,Online/ Mobile Taxi Cab booking,India,Mumbai,Brand Capital,Private Equity,"2,50,00,000",no Remark
30-06-2016,Scripbox,Consumer Internet,Online Mutual Fund Investment platform,India,Bengaluru,"Omidyar Network, Accel Partners & existing investors",Private Equity,,no Remark
29-06-2016,ImpactGuru,Consumer Internet,Crowdfunding Platform,India,Mumbai,Piyush Jain,Seed Funding,,no Remark
29-06-2016,LetReach,E-Commerce,ECommerce SAAS Solutions,India,New Delhi,vCommission,Private Equity,"1,00,000",no Remark
